index,municipios,homicidio_doloso,total_vitimas_homicidio_doloso,latrocinio,furtos,abigeato,furto_veiculo,roubos,roubo_veiculo,estelionato,delitos_armas_municoes,entorpecente_posse,entorpecente_trafico,vitimas_latrocinio,vitimas_lesao_corporal_morte,total_vitimas_crimes_violentos,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,ç
113,CONSTANTINA,0,0,0,8,0,0,0,0,6,0,1,1,0,0,0,Condor,4305702,-28.207500000000,-53.490499999990,6.691,6.484,6.104,6.112,6.117,6.051,6.487,6.832,7.157,7.206,7.271,7.277
114,COQUEIRO BAIXO,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Constantina,4305801,-27.731999999990,-52.993800000000,9.951,10.072,10.127,10.241,10.174,10.225,10.218,10.298,10.451,10.745,10.780,10.805
115,COQUEIROS DO SUL,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Coqueiro Baixo,4305835,-29.172200000000,-52.098900000000,1.556,1.544,1.553,1.529,1.511,1.437,1.453,1.425,1.485,1.492,1.518,1.500
116,CORONEL BARROS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Coqueiros do Sul,4305850,-28.119399999990,-52.784199999990,2.503,2.427,2.451,2.464,2.437,2.392,2.369,2.383,2.369,2.355,2.332,2.392
117,CORONEL BICACO,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,Coronel Barros,4305871,-28.392199999990,-54.068600000000,2.502,2.630,2.705,2.769,2.740,2.750,2.738,2.813,2.837,2.880,2.886,2.908
118,CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coronel Bicaco,4305900,-27.719700000000,-53.702199999990,7.912,7.797,7.688,7.641,7.492,7.394,7.271,7.278,7.404,7.398,7.488,7.477
119,COTIPORA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Coronel Pilar,4305934,-29.268400000000,-51.687899999990,1.761,1.741,1.705,1.682,1.673,1.667,1.691,1.712,1.739,1.774,1.761,1.743
120,COXILHA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Cotiporã,4305959,-28.989100000000,-51.697099999990,3.985,3.929,3.907,3.876,3.768,3.796,3.828,3.906,3.903,3.960,3.959,3.967
121,CRISSIUMAL,0,0,0,4,1,0,0,0,1,3,0,1,0,0,0,Coxilha,4305975,-28.128000000000,-52.302300000000,2.882,2.842,2.825,2.857,2.865,2.905,2.917,2.959,2.923,2.938,2.899,2.912
122,CRISTAL,0,0,0,4,0,1,1,0,6,2,2,2,0,0,0,Crissiumal,4306007,-27.499900000000,-54.099400000000,14.363,14.307,14.187,14.095,14.103,13.970,14.085,13.885,13.960,13.894,13.912,13.901
123,CRISTAL DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cristal,4306056,-31.004600000000,-52.043599999990,7.436,7.445,7.442,7.489,7.546,7.704,7.734,7.677,7.624,7.590,7.612,7.633
124,CRUZ ALTA,1,1,0,68,1,0,2,2,41,11,11,11,0,0,1,Cristal do Sul,4306072,-27.452000000000,-53.242199999990,2.881,2.880,2.872,2.854,2.836,2.838,2.830,2.832,2.897,2.912,2.948,2.885
125,CRUZALTENSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cruz Alta,4306106,-28.645000000000,-53.604799999990,64.134,63.962,63.935,63.114,62.631,62.035,61.769,61.563,61.700,61.800,62.006,62.386
126,CRUZEIRO DO SUL,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,Cruzaltense,4306130,-27.664400000000,-52.649200000000,2.183,2.123,2.080,2.055,2.012,2.007,1.975,1.934,1.878,1.856,1.877,1.891
127,DAVID CANABARRO,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,Cruzeiro do Sul,4306205,-29.514800000000,-51.992800000000,12.566,12.699,12.707,12.775,12.695,12.842,13.061,13.122,13.267,13.230,13.552,13.637
128,DERRUBADAS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,David Canabarro,4306304,-28.384899999990,-51.848199999990,4.773,4.641,4.657,4.586,4.507,4.354,4.453,4.479,4.581,4.525,4.552,4.531
129,DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Derrubadas,4306320,-27.264199999990,-53.864500000000,3.256,3.233,3.170,3.088,2.981,2.980,2.971,3.017,2.998,2.995,2.962,2.926
130,DILERMANDO DE AGUIAR,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Dezesseis de Novembro,4306353,-28.219000000000,-55.061700000000,2.924,2.906,2.867,2.828,2.765,2.703,2.684,2.678,2.669,2.607,2.515,2.503
131,DOIS IRMAOS,0,0,0,10,0,1,1,0,24,1,13,8,0,0,0,Dilermando de Aguiar,4306379,-29.705400000000,-54.212200000000,3.128,3.053,3.004,2.936,2.922,2.941,2.961,2.937,2.915,2.891,2.919,2.985
132,DOIS IRMAOS DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dois Irmãos,4306403,-29.583600000000,-51.089799999990,28.130,28.869,29.680,30.224,30.565,30.988,31.613,32.138,32.614,32.913,33.417,33.479
133,DOIS LAJEADOS,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,Dois Irmãos das Missões,4306429,-27.662099999990,-53.530400000000,2.199,2.136,2.123,2.104,2.122,2.088,2.073,2.109,2.144,2.148,2.138,2.131
134,DOM FELICIANO,0,0,0,23,5,0,0,0,3,0,1,0,0,0,0,Dois Lajeados,4306452,-28.983000000000,-51.839599999990,3.341,3.240,3.274,3.233,3.251,3.235,3.296,3.324,3.387,3.460,3.509,3.539
135,DOM PEDRITO,1,1,0,23,2,0,4,0,10,3,5,2,0,0,1,Dom Feliciano,4306502,-30.700399999990,-52.102600000000,14.692,14.703,14.500,14.387,14.273,14.307,14.228,14.186,14.152,14.221,14.118,14.055
136,DOM PEDRO DE ALCANTARA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Dom Pedrito,4306601,-30.975600000000,-54.669400000000,39.712,39.677,39.580,38.837,38.496,37.793,37.723,37.364,37.452,37.154,37.006,36.422
137,DONA FRANCISCA,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,Dom Pedro de Alcântara,4306551,-29.363900000000,-49.853000000000,2.595,2.633,2.601,2.543,2.550,2.595,2.671,2.684,2.733,2.804,2.818,2.826
138,DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Dona Francisca,4306700,-29.619499999990,-53.361699999990,3.469,3.498,3.441,3.357,3.263,3.292,3.305,3.336,3.389,3.409,3.374,3.312
139,DR MAURICIO CARDOSO,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,Doutor Maurício Cardoso,4306734,-27.510300000000,-54.357799999990,5.415,5.297,5.185,5.040,4.957,4.888,4.897,4.960,4.964,4.920,4.794,4.795
140,ELDORADO DO SUL,0,0,0,44,1,0,9,0,30,1,6,15,0,0,0,Doutor Ricardo,4306759,-29.084000000000,-51.997100000000,2.068,2.040,1.989,1.953,1.955,1.987,2.009,2.006,2.000,1.989,1.991,1.952
141,ENCANTADO,0,0,0,26,0,2,1,0,8,0,10,0,0,0,0,Eldorado do Sul,4306767,-30.084700000000,-51.618699999990,35.106,35.708,36.370,36.756,37.335,37.618,38.144,38.498,38.988,39.286,40.104,41.221
142,ENCRUZILHADA DO SUL,1,1,0,16,6,1,1,0,10,1,0,1,0,0,1,Encantado,4306809,-29.235099999990,-51.870300000000,20.912,20.924,21.098,21.416,21.788,22.004,22.205,22.476,22.673,23.028,23.226,23.543
143,ENGENHO VELHO,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Encruzilhada do Sul,4306908,-30.542999999990,-52.520400000000,25.054,25.125,24.990,24.883,24.472,24.037,24.046,24.084,24.178,24.086,23.802,23.591
144,ENTRE IJUIS,0,0,0,5,1,0,1,0,1,1,0,1,0,0,0,Engenho Velho,4306924,-27.706000000000,-52.914499999990,1.562,1.550,1.553,1.593,1.585,1.570,1.555,1.527,1.521,1.501,1.511,1.498
145,ENTRE RIOS DO SUL,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Entre Rios do Sul,4306957,-27.529800000000,-52.734699999990,3.141,3.113,2.967,2.970,2.997,3.086,3.088,3.062,3.054,3.029,2.980,2.903
146,EREBANGO,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,Entre-ijuís,4306932,-28.368600000000,-54.268599999990,9.118,9.012,9.070,9.087,9.179,9.229,9.246,9.231,9.256,9.271,9.371,9.272
147,ERECHIM,3,4,0,73,1,3,7,1,70,19,19,12,0,0,4,Erebango,4306973,-27.854399999990,-52.300500000000,3.029,3.076,3.043,3.084,3.101,3.140,3.157,3.141,3.133,3.123,3.145,3.124
148,ERNESTINA,0,0,0,3,0,0,0,0,1,2,4,0,0,0,0,Erechim,4307005,-27.636399999990,-52.269700000000,98.025,99.230,100.515,101.455,102.110,103.162,103.872,104.706,105.523,106.603,107.917,109.459
149,ERVAL GRANDE,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,Ernestina,4307054,-28.497699999990,-52.583599999990,3.152,3.153,3.107,3.079,3.094,3.126,3.159,3.172,3.159,3.134,3.134,3.137
150,ERVAL SECO,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Erval Grande,4307203,-27.392600000000,-52.573999999990,5.267,5.199,5.139,5.087,5.115,5.046,5.074,5.076,5.111,5.176,5.139,5.234
151,ESMERALDA,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,Erval Seco,4307302,-27.544300000000,-53.500500000000,8.045,7.955,7.910,7.813,7.770,7.729,7.657,7.599,7.525,7.456,7.402,7.515
152,ESPERANCA DO SUL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Esmeralda,4307401,-28.051800000000,-51.193300000000,3.234,3.188,3.225,3.175,3.209,3.176,3.210,3.205,3.272,3.321,3.281,3.291
153,ESPUMOSO,0,0,0,7,0,1,0,0,6,3,0,0,0,0,0,Esperança do Sul,4307450,-27.360299999990,-53.989100000000,3.339,3.298,3.258,3.305,3.300,3.316,3.273,3.273,3.279,3.269,3.279,3.279
154,ESTACAO,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,Espumoso,4307500,-28.728600000000,-52.846100000000,15.556,15.541,15.330,15.159,15.129,15.302,15.485,15.630,15.666,15.701,15.647,15.694
155,ESTANCIA VELHA,0,0,0,38,0,1,9,1,13,2,4,0,0,0,0,Estação,4307559,-27.913499999990,-52.263500000000,6.129,6.118,6.060,6.052,6.058,6.166,6.150,6.224,6.291,6.419,6.366,6.220
156,ESTEIO,0,0,0,131,0,3,30,8,80,0,11,12,0,0,0,Estância Velha,4307609,-29.653500000000,-51.184300000000,43.460,43.939,44.717,45.659,46.372,46.923,47.502,48.191,49.117,49.421,49.511,49.776
157,ESTRELA,2,2,0,14,0,0,0,0,13,1,6,5,0,0,3,Esteio,4307708,-29.852000000000,-51.184100000000,82.439,81.482,81.762,81.993,81.918,82.477,83.083,84.048,84.509,85.569,86.236,86.429
158,ESTRELA VELHA,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,Estrela,4307807,-29.501600000000,-51.960500000000,31.235,31.365,31.727,32.003,32.417,33.127,33.448,34.030,34.277,34.774,35.199,35.831
159,EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Estrela Velha,4307815,-29.171299999990,-53.163899999990,3.705,3.632,3.589,3.545,3.534,3.600,3.581,3.592,3.544,3.522,3.506,3.469
160,FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eugênio de Castro,4307831,-28.531500000000,-54.150599999990,2.849,2.761,2.735,2.767,2.797,2.798,2.767,2.760,2.752,2.759,2.745,2.723
161,FARROUPILHA,1,1,0,34,0,9,4,3,56,7,5,9,0,0,1,Fagundes Varela,4307864,-28.879400000000,-51.701400000000,2.626,2.650,2.683,2.667,2.668,2.659,2.694,2.716,2.772,2.766,2.736,2.710
162,FAXINAL DO SOTURNO,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Farroupilha,4307906,-29.222700000000,-51.341900000000,64.909,65.042,66.118,66.823,67.892,68.457,69.034,69.598,70.485,71.608,72.214,72.410
163,FAXINALZINHO,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,Faxinal do Soturno,4308003,-29.578800000000,-53.448399999990,6.802,6.870,6.844,6.782,6.677,6.671,6.680,6.712,6.705,6.798,6.896,7.066
164,FAZENDA VILA NOVA,0,0,0,4,1,0,0,0,4,0,0,2,0,0,0,Faxinalzinho,4308052,-27.423800000000,-52.678899999990,2.617,2.575,2.590,2.602,2.657,2.693,2.667,2.650,2.588,2.607,2.553,2.578
165,FELIZ,0,0,0,4,0,0,0,0,5,0,8,1,0,0,0,Fazenda Vilanova,4308078,-29.588500000000,-51.821700000000,3.775,3.842,3.959,4.021,4.155,4.251,4.344,4.373,4.400,4.474,4.482,4.570
166,FLORES DA CUNHA,0,0,0,8,0,1,0,2,23,1,1,1,0,0,0,Feliz,4308102,-29.452700000000,-51.303199999990,12.597,12.876,13.095,13.182,13.371,13.503,13.642,13.692,13.914,14.095,14.333,14.501
167,FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flores da Cunha,4308201,-29.026199999990,-51.187500000000,27.668,27.825,28.294,28.578,29.021,29.352,29.825,30.095,30.843,31.402,31.864,32.121
168,FONTOURA XAVIER,0,0,0,6,1,1,0,0,2,3,3,0,0,0,0,Floriano Peixoto,4308250,-27.861400000000,-52.083799999990,2.054,1.992,1.971,1.935,1.885,1.850,1.848,1.861,1.845,1.826,1.781,1.759
169,FORMIGUEIRO,1,1,0,10,2,0,0,0,1,0,0,2,0,0,1,Fontoura Xavier,4308300,-28.981600000000,-52.344499999990,10.948,10.999,10.896,10.627,10.511,10.488,10.522,10.307,10.253,10.179,10.130,10.093
170,FORQUETINHA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Formigueiro,4308409,-30.003499999990,-53.495899999990,7.154,7.060,6.972,6.950,6.928,6.938,6.996,7.065,7.048,7.164,7.199,7.269
171,FORTALEZA DOS VALOS,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,Forquetinha,4308433,-29.379200000000,-52.091700000000,2.522,2.527,2.504,2.516,2.500,2.519,2.526,2.502,2.530,2.523,2.560,2.562
172,FREDERICO WESTPHALEN,0,0,0,10,1,2,0,0,17,2,10,4,0,0,0,Fortaleza dos Valos,4308458,-28.798600000000,-53.224899999990,4.665,4.663,4.623,4.604,4.602,4.593,4.579,4.590,4.591,4.640,4.617,4.645
173,GARIBALDI,0,0,0,17,1,0,2,1,24,0,3,1,0,0,1,Frederico Westphalen,4308508,-27.358599999990,-53.395800000000,29.429,29.602,29.747,30.081,30.553,31.133,31.444,31.694,32.360,33.083,33.674,34.251
174,GARRUCHOS,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Garibaldi,4308607,-29.259000000000,-51.535200000000,31.285,31.428,31.642,32.091,32.678,33.421,34.141,34.648,35.067,35.359,35.880,36.433
175,GAURAMA,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,Garruchos,4308656,-28.194400000000,-55.638300000000,3.302,3.330,3.296,3.174,3.060,2.944,2.939,2.906,2.940,2.976,2.907,2.924
176,GENERAL CAMARA,0,0,0,9,3,0,0,0,1,0,0,1,0,0,0,Gaurama,4308706,-27.585599999990,-52.091500000000,5.977,5.885,5.881,5.854,5.871,5.843,5.833,5.797,5.716,5.742,5.748,5.850
177,GENTIL,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,General Câmara,4308805,-29.903199999990,-51.761200000000,8.622,8.615,8.577,8.558,8.483,8.557,8.549,8.542,8.424,8.426,8.386,8.381
178,GETULIO VARGAS,0,0,0,6,0,1,0,0,17,0,8,5,0,0,0,Gentil,4308854,-28.431600000000,-52.033700000000,1.712,1.753,1.785,1.861,1.911,1.948,1.964,1.948,1.927,1.873,1.906,1.938
179,GIRUA,0,0,0,11,0,0,1,0,3,0,0,2,0,0,0,Getúlio Vargas,4308904,-27.891100000000,-52.229399999990,16.473,16.466,16.884,16.869,16.946,16.920,17.165,17.240,17.340,17.308,17.313,17.647
180,GLORINHA,1,2,0,1,1,1,2,0,5,0,1,1,0,0,2,Giruá,4309001,-28.029699999990,-54.351700000000,17.422,17.157,17.030,16.781,16.669,16.484,16.429,16.382,16.206,16.172,16.172,16.249
181,GRAMADO,0,0,0,46,0,1,0,2,62,2,7,3,0,0,0,Glorinha,4309050,-29.879799999990,-50.773400000000,7.030,7.138,7.216,7.294,7.347,7.482,7.553,7.766,7.839,7.951,7.908,8.047
182,GRAMADO DOS LOUREIROS,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,Gramado,4309100,-29.373300000000,-50.876199999990,32.940,33.352,33.876,34.359,34.985,35.792,36.399,37.225,37.848,38.736,39.373,39.621
183,GRAMADO XAVIER,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Gramado dos Loureiros,4309126,-27.442900000000,-52.914900000000,2.316,2.339,2.342,2.306,2.314,2.328,2.385,2.406,2.467,2.515,2.553,2.541
184,GRAVATAI,3,3,0,257,2,31,97,15,219,7,17,12,0,0,3,Gramado Xavier,4309159,-29.270600000000,-52.579500000000,4.060,3.983,3.897,3.868,3.840,3.887,3.917,3.969,4.019,4.050,4.015,3.941
185,GUABIJU,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gravataí,4309209,-29.941299999990,-50.986899999990,261.144,263.021,265.681,268.893,270.678,272.789,274.781,276.699,277.273,277.905,277.486,277.949
186,GUAIBA,0,0,0,69,1,4,16,1,44,2,21,4,0,0,0,Guabiju,4309258,-28.542100000000,-51.694800000000,1.628,1.597,1.558,1.539,1.556,1.589,1.615,1.629,1.600,1.607,1.550,1.568
187,GUAPORE,2,2,0,13,2,0,3,1,30,6,6,2,0,0,2,Guaíba,4309308,-30.108599999990,-51.323300000000,97.225,97.792,99.019,99.615,99.945,100.109,100.536,100.963,100.677,100.072,99.226,99.202
188,GUARANI DAS MISSOES,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,Guaporé,4309407,-28.839900000000,-51.889499999990,23.265,23.532,23.990,24.221,24.792,25.008,25.403,25.676,26.121,26.547,27.042,27.455
189,HARMONIA,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,Guarani das Missões,4309506,-28.149100000000,-54.562899999990,8.278,8.253,8.373,8.351,8.258,8.081,8.082,8.075,8.044,7.920,7.877,7.932
190,HERVAL,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,Harmonia,4309555,-29.545600000000,-51.418500000000,4.336,4.384,4.483,4.677,4.745,4.767,4.832,4.839,4.922,5.007,5.132,5.292
191,HERVEIRAS,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Herval,4307104,-32.024000000000,-53.394399999990,6.899,6.825,6.691,6.497,6.557,6.482,6.574,6.557,6.647,6.631,6.595,6.625
192,HORIZONTINA,0,0,0,8,0,1,0,0,15,1,5,0,0,0,0,Herveiras,4309571,-29.455200000000,-52.655299999990,3.017,3.047,3.016,2.978,2.891,2.847,2.873,2.858,2.903,2.944,2.983,2.969
193,HULHA NEGRA,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,Horizontina,4309605,-27.628200000000,-54.305300000000,18.714,18.566,18.378,18.511,18.689,19.082,19.195,19.620,19.681,20.014,20.010,20.253
194,HUMAITA,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,Hulha Negra,4309654,-31.406700000000,-53.866700000000,6.183,6.148,6.069,5.976,5.974,5.983,6.084,6.154,6.112,5.969,5.818,5.857
195,IBARAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humaitá,4309704,-27.569099999990,-53.969499999990,5.014,4.998,4.975,4.980,4.961,4.963,4.944,5.015,4.968,5.010,4.973,5.025
196,IBIACA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Ibarama,4309753,-29.420300000000,-53.129500000000,4.466,4.411,4.334,4.281,4.239,4.250,4.310,4.293,4.327,4.235,4.216,4.132
197,IBIRAIARAS,0,0,0,0,0,0,1,0,4,2,1,0,0,0,0,Ibiaçá,4309803,-28.056600000000,-51.859900000000,4.800,4.858,4.851,4.870,4.844,4.897,4.822,4.810,4.809,4.888,4.933,4.931
198,IBIRAPUITA,1,1,0,3,2,0,0,0,2,1,0,1,0,0,1,Ibiraiaras,4309902,-28.374099999990,-51.637700000000,7.320,7.601,8.016,8.373,8.343,8.294,8.259,8.289,8.298,8.285,8.182,8.104
199,IBIRUBA,0,0,0,5,1,0,1,0,18,1,5,5,0,0,0,Ibirapuitã,4309951,-28.624700000000,-52.515799999990,4.148,4.149,4.165,4.147,4.072,4.046,3.977,3.969,3.968,4.007,3.976,3.974
200,IGREJINHA,0,0,0,9,0,0,1,0,4,0,3,1,0,0,0,Ibirubá,4310009,-28.630199999990,-53.096100000000,19.694,19.621,19.855,20.168,20.440,20.619,20.650,21.000,21.257,21.750,22.046,22.457
201,IJUI,0,0,0,63,0,3,4,0,46,6,4,4,0,0,0,Igrejinha,4310108,-29.569299999990,-50.791899999990,32.329,32.620,33.097,33.234,33.343,33.466,33.646,34.254,34.909,35.603,36.352,36.922
202,ILOPOLIS,0,0,0,9,1,0,0,0,1,0,2,0,0,0,0,Ijuí,4310207,-28.388100000000,-53.920000000000,80.514,81.748,82.822,83.907,84.749,85.596,86.619,87.585,88.467,88.301,88.879,89.067
203,IMBE,2,4,0,84,0,3,6,0,33,1,17,14,0,0,4,Ilópolis,4310306,-28.928200000000,-52.125799999990,4.185,4.202,4.182,4.054,4.033,4.040,4.153,4.252,4.264,4.269,4.195,4.168
204,IMIGRANTE,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,Imbé,4310330,-29.975300000000,-50.128100000000,18.048,18.485,19.009,19.538,20.212,20.979,21.626,22.329,23.050,23.728,24.487,25.056
205,INDEPENDENCIA,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,Imigrante,4310363,-29.350800000000,-51.774700000000,3.081,3.096,3.164,3.221,3.230,3.224,3.202,3.249,3.317,3.403,3.454,3.490
206,INHACORA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Independência,4310405,-27.835400000000,-54.188600000000,6.755,6.812,6.803,6.972,6.987,6.883,6.834,6.852,6.918,6.853,6.719,6.665
207,IPE,0,0,0,4,0,0,2,0,5,0,0,0,0,0,0,Inhacorá,4310413,-27.875200000000,-54.015000000000,2.310,2.353,2.346,2.341,2.361,2.336,2.298,2.234,2.246,2.302,2.308,2.294
208,IPIRANGA DO SUL,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Ipê,4310439,-28.817100000000,-51.285899999990,6.134,6.054,6.104,6.077,6.156,6.200,6.131,6.128,6.043,6.042,5.974,6.025
209,IRAI,0,0,0,10,0,1,0,0,1,1,2,1,0,0,0,Ipiranga do Sul,4310462,-27.940400000000,-52.427100000000,1.981,1.964,1.957,1.933,1.920,1.919,1.914,1.902,1.903,1.960,1.961,1.996
210,ITAARA,0,0,0,5,0,2,0,0,5,0,0,0,0,0,0,Iraí,4310504,-27.195100000000,-53.254300000000,8.247,8.188,8.031,7.935,7.978,8.025,8.008,7.905,7.906,7.873,7.947,8.036
211,ITACURUBI,0,0,0,7,1,1,0,0,1,1,1,0,0,0,0,Itaara,4310538,-29.601299999990,-53.772500000000,5.116,5.095,5.104,5.099,5.169,5.220,5.220,5.180,5.189,5.294,5.399,5.549
212,ITAPUCA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Itacurubi,4310553,-28.791300000000,-55.244700000000,3.515,3.480,3.467,3.458,3.401,3.337,3.252,3.197,3.200,3.199,3.196,3.224
213,ITAQUI,0,0,0,25,4,1,0,0,17,1,3,5,0,0,0,Itapuca,4310579,-28.776800000000,-52.169300000000,2.393,2.380,2.381,2.367,2.321,2.289,2.253,2.246,2.190,2.166,2.168,2.219
214,ITATI,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,Itaqui,4310603,-29.131000000000,-56.551499999990,38.999,39.108,38.617,38.116,37.490,37.336,37.175,37.216,37.127,36.694,36.482,36.263
215,ITATIBA DO SUL,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Itati,4310652,-29.488320000000,-50.113579999990,2.637,2.669,2.637,2.613,2.612,2.616,2.695,2.707,2.781,2.785,2.796,2.840
216,IVORA,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,Itatiba do Sul,4310702,-27.384599999990,-52.453800000000,4.254,4.173,4.151,3.977,3.901,3.779,3.755,3.658,3.678,3.649,3.582,3.518
217,IVOTI,0,0,0,7,0,2,0,0,15,0,5,0,0,0,0,Ivorá,4310751,-29.523199999990,-53.584200000000,2.197,2.152,2.106,2.123,2.102,2.098,2.066,2.075,2.070,2.081,2.060,2.079
218,JABOTICABA,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Ivoti,4310801,-29.599499999990,-51.153300000000,20.278,20.614,20.987,21.441,21.794,22.207,22.666,23.053,23.347,23.571,23.835,23.925
219,JACUIZINHO,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Jaboticaba,4310850,-27.634699999990,-53.276200000000,4.186,4.042,3.949,3.875,3.929,3.987,4.007,4.016,3.973,3.970,3.994,4.072
220,JACUTINGA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Jacuizinho,4310876,-29.021999999990,-53.053699999990,2.558,2.651,2.691,2.692,2.660,2.607,2.535,2.498,2.523,2.544,2.608,2.616
221,JAGUARAO,0,0,0,16,2,0,1,0,2,1,5,16,0,0,0,Jacutinga,4310900,-27.729099999990,-52.537199999990,3.702,3.709,3.582,3.570,3.539,3.505,3.511,3.505,3.578,3.714,3.762,3.807
222,JAGUARI,0,0,0,6,0,0,0,0,5,0,2,1,0,0,0,Jaguarão,4311007,-32.560400000000,-53.377000000000,28.509,28.423,28.096,27.710,27.745,27.767,27.715,27.589,27.393,27.336,27.403,27.574
223,JAQUIRANA,1,1,0,5,3,0,1,0,1,0,0,0,0,0,1,Jaguari,4311106,-29.493600000000,-54.703000000000,11.688,11.434,11.250,11.078,10.799,10.686,10.419,10.406,10.234,10.234,10.331,10.461
224,JARI,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Jaquirana,4311122,-28.881100000000,-50.363700000000,4.274,4.172,4.152,4.033,4.064,4.105,4.177,4.138,4.065,4.079,4.088,4.114
225,JOIA,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,Jari,4311130,-29.292200000000,-54.223700000000,3.645,3.679,3.643,3.560,3.469,3.458,3.419,3.461,3.438,3.517,3.512,3.510
226,JULIO DE CASTILHOS,0,0,0,20,0,0,2,0,14,3,2,1,0,0,0,Jóia,4311155,-28.643500000000,-54.114100000000,8.510,8.508,8.385,8.315,8.254,8.214,8.147,8.037,8.021,7.958,7.937,7.788
227,LAGOA BONITA DO SUL,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Júlio de Castilhos,4311205,-29.229800000000,-53.677199999990,19.993,19.836,19.443,19.239,19.128,19.152,18.937,18.898,18.840,18.940,18.827,18.892
228,LAGOA DOS TRES CANTOS,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,Lagoa Bonita do Sul,4311239,-29.488199999990,-53.013800000000,2.719,2.679,2.670,2.648,2.722,2.795,2.809,2.787,2.734,2.703,2.649,2.610
229,LAGOA VERMELHA,0,0,0,27,3,1,1,0,16,4,3,6,0,0,0,Lagoa dos Três Cantos,4311270,-28.567599999990,-52.861800000000,1.634,1.741,1.770,1.820,1.790,1.819,1.853,1.857,1.878,1.850,1.949,1.986
